productId,productName,productPrice,producerName,categoryName,discountPercentValue
560,Heinz Processor 10,889.66,Heinz,Processors,0
561,Colgate RAM Memory 1,946.57,Colgate,RAM Memory,0
562,Purina RAM Memory 2,1453.48,Purina,RAM Memory,10
563,Adidas RAM Memory 3,184.65,Adidas,RAM Memory,0
564,Łowicz RAM Memory 4,1872.57,Łowicz,RAM Memory,15
565,Winiary RAM Memory 5,1440.59,Winiary,RAM Memory,5
566,Dove RAM Memory 6,1677.5,Dove,RAM Memory,0
567,Pedigree RAM Memory 7,462.81,Pedigree,RAM Memory,25
568,Huggies RAM Memory 8,895.08,Huggies,RAM Memory,0
569,Maybelline RAM Memory 9,1293.29,Maybelline,RAM Memory,20
570,Finish RAM Memory 10,973.34,Finish,RAM Memory,5
571,Heinz Refrigerator 1,446.89,Heinz,Refrigerators,0
572,Żywiec Zdrój Refrigerator 2,1100.44,Żywiec Zdrój,Refrigerators,0
573,Coca-Cola Refrigerator 3,1361.03,Coca-Cola,Refrigerators,10
574,Chicco Refrigerator 4,1503.48,Chicco,Refrigerators,5
575,Oral-B Refrigerator 5,1067.99,Oral-B,Refrigerators,15
576,Nivea Refrigerator 6,811.37,Nivea,Refrigerators,10
577,L'Oréal Refrigerator 7,1191.69,L'Oréal,Refrigerators,0
578,Tefal Refrigerator 8,1442.51,Tefal,Refrigerators,10
579,Puma Refrigerator 9,1573.39,Puma,Refrigerators,5
580,Coca-Cola Refrigerator 10,1466.57,Coca-Cola,Refrigerators,25
581,Persil SSD 1,617.53,Persil,SSDs,0
582,Heinz SSD 2,933.75,Heinz,SSDs,0
583,Żywiec Zdrój SSD 3,1443.7,Żywiec Zdrój,SSDs,10
584,Tymbark SSD 4,263.14,Tymbark,SSDs,25
585,Sony SSD 5,559.42,Sony,SSDs,5
586,Pepsi SSD 6,179.55,Pepsi,SSDs,25
587,L'Oréal SSD 7,1972.01,L'Oréal,SSDs,0
588,Żywiec Zdrój SSD 8,375.39,Żywiec Zdrój,SSDs,10
589,Samsung SSD 9,1526.67,Samsung,SSDs,0
590,Levi's SSD 10,1783.21,Levi's,SSDs,15
591,Hasbro Samsung Phone 1,1698.95,Hasbro,Samsung Phones,10
592,Ariel Samsung Phone 2,27.39,Ariel,Samsung Phones,5
593,Whiskas Samsung Phone 3,110.8,Whiskas,Samsung Phones,15
594,Bosch Samsung Phone 4,617.77,Bosch,Samsung Phones,0
595,L'Oréal Samsung Phone 5,1274.83,L'Oréal,Samsung Phones,0
596,Mattel Samsung Phone 6,1883.59,Mattel,Samsung Phones,0
597,Oral-B Samsung Phone 7,442.67,Oral-B,Samsung Phones,5
598,IKEA Samsung Phone 8,1681.45,IKEA,Samsung Phones,15
599,Finish Samsung Phone 9,479.5,Finish,Samsung Phones,0
600,Canon Samsung Phone 10,1628.46,Canon,Samsung Phones,25
601,Łowicz Samsung Watch 1,1420.85,Łowicz,Samsung Watch,0
602,Lenovo Samsung Watch 2,1354.8,Lenovo,Samsung Watch,10
603,Levi's Samsung Watch 3,594.98,Levi's,Samsung Watch,5
604,LG Samsung Watch 4,1368.15,LG,Samsung Watch,15
605,Gillette Samsung Watch 5,889.75,Gillette,Samsung Watch,10
606,Heinz Samsung Watch 6,69.86,Heinz,Samsung Watch,10
607,Persil Samsung Watch 7,1867.37,Persil,Samsung Watch,0
608,Nike Samsung Watch 8,1246.73,Nike,Samsung Watch,0
609,HP Samsung Watch 9,163.76,HP,Samsung Watch,20
610,Chicco Samsung Watch 10,1312.92,Chicco,Samsung Watch,15
611,Dell Scanner 1,1616.52,Dell,Scanners,20
612,Maybelline Scanner 2,1765.3,Maybelline,Scanners,15
613,Fisher-Price Scanner 3,1124.76,Fisher-Price,Scanners,0
614,Ariel Scanner 4,202.45,Ariel,Scanners,20
615,H&M Scanner 5,1382.18,H&M,Scanners,10
616,Nestlé Scanner 6,759.67,Nestlé,Scanners,5
617,Nike Scanner 7,179.8,Nike,Scanners,0
618,Pampers Scanner 8,613.92,Pampers,Scanners,0
619,Vanish Scanner 9,1813.8,Vanish,Scanners,10
620,Tymbark Scanner 10,1721.56,Tymbark,Scanners,0
621,Purina Service and Network Tool 1,1549.89,Purina,Service and Network Tools,10
622,Dove Service and Network Tool 2,1905.9,Dove,Service and Network Tools,15
623,HP Service and Network Tool 3,135.92,HP,Service and Network Tools,5
624,L'Oréal Service and Network Tool 4,805.54,L'Oréal,Service and Network Tools,0
625,Oral-B Service and Network Tool 5,899.58,Oral-B,Service and Network Tools,0
626,Tefal Service and Network Tool 6,1702.34,Tefal,Service and Network Tools,5
627,Dell Service and Network Tool 7,1277.27,Dell,Service and Network Tools,15
628,Winiary Service and Network Tool 8,910.56,Winiary,Service and Network Tools,0
629,Mattel Service and Network Tool 9,1109.76,Mattel,Service and Network Tools,0
630,Dell Service and Network Tool 10,640.87,Dell,Service and Network Tools,5
631,L'Oréal Skincare 1,1541.5,L'Oréal,Skincare,0
632,Pedigree Skincare 2,1720.85,Pedigree,Skincare,0
633,Dove Skincare 3,870.6,Dove,Skincare,0
634,Pedigree Skincare 4,1091.28,Pedigree,Skincare,0
635,Nestlé Skincare 5,418.23,Nestlé,Skincare,15
636,Dove Skincare 6,603.65,Dove,Skincare,5
637,Colgate Skincare 7,1462.67,Colgate,Skincare,0
638,Nivea Skincare 8,672.53,Nivea,Skincare,25
639,Bosch Skincare 9,866.58,Bosch,Skincare,15
640,LG Skincare 10,611.51,LG,Skincare,5
641,Samsung Sleeping Bag 1,1378.39,Samsung,Sleeping Bags,5
642,Pampers Sleeping Bag 2,1459.81,Pampers,Sleeping Bags,10
643,LG Sleeping Bag 3,1255.32,LG,Sleeping Bags,10
644,Apple Sleeping Bag 4,688.59,Apple,Sleeping Bags,25
645,Apple Sleeping Bag 5,333.4,Apple,Sleeping Bags,0
646,Chicco Sleeping Bag 6,1936.99,Chicco,Sleeping Bags,0
647,Coca-Cola Sleeping Bag 7,1944.43,Coca-Cola,Sleeping Bags,10
648,Vanish Sleeping Bag 8,328.92,Vanish,Sleeping Bags,0
649,Canon Sleeping Bag 9,1276.92,Canon,Sleeping Bags,5
650,Philips Sleeping Bag 10,354.19,Philips,Sleeping Bags,5
651,LG Smart TV 1,805.29,LG,Smart TVs,0
652,LG Smart TV 2,1916.99,LG,Smart TVs,0
653,LG Smart TV 3,1092.48,LG,Smart TVs,5
654,LG Smart TV 4,1956.43,LG,Smart TVs,5
655,Samsung Smart TV 5,1963.53,Samsung,Smart TVs,25
656,LG Smart TV 6,1068.21,LG,Smart TVs,10
657,LG Smart TV 7,859.89,LG,Smart TVs,5
658,Samsung Smart TV 8,346.59,Samsung,Smart TVs,0
659,LG Smart TV 9,1384.7,LG,Smart TVs,25
660,LG Smart TV 10,1621.26,LG,Smart TVs,5
661,Whiskas Sofas & Couche 1,1140.27,Whiskas,Sofas & Couches,0
662,Lenovo Sofas & Couche 2,858.79,Lenovo,Sofas & Couches,15
663,Colgate Sofas & Couche 3,1720.22,Colgate,Sofas & Couches,10
664,Finish Sofas & Couche 4,948.2,Finish,Sofas & Couches,5
665,Tefal Sofas & Couche 5,900.57,Tefal,Sofas & Couches,0
666,Tefal Sofas & Couche 6,1362.92,Tefal,Sofas & Couches,0
667,Heinz Sofas & Couche 7,574.58,Heinz,Sofas & Couches,5
668,Nivea Sofas & Couche 8,903.48,Nivea,Sofas & Couches,0
669,Zara Sofas & Couche 9,760.6,Zara,Sofas & Couches,15
670,Pedigree Sofas & Couche 10,229.21,Pedigree,Sofas & Couches,10
671,Samsung Sound Card 1,1945.31,Samsung,Sound Cards,5
672,Asus Sound Card 2,1098.44,Asus,Sound Cards,5
673,Sony Sound Card 3,1293.0,Sony,Sound Cards,10
674,Winiary Sound Card 4,246.8,Winiary,Sound Cards,10
675,Adidas Sound Card 5,601.83,Adidas,Sound Cards,0
676,L'Oréal Sound Card 6,351.64,L'Oréal,Sound Cards,10
677,Persil Sound Card 7,1975.01,Persil,Sound Cards,0
678,Gerber Sound Card 8,1721.99,Gerber,Sound Cards,10
679,Lego Sound Card 9,1483.41,Lego,Sound Cards,0
680,Nike Sound Card 10,752.51,Nike,Sound Cards,10
681,Fisher-Price Soundbar 1,906.49,Fisher-Price,Soundbars,15
682,Fisher-Price Soundbar 2,1337.62,Fisher-Price,Soundbars,5
683,Gillette Soundbar 3,636.29,Gillette,Soundbars,10
684,HP Soundbar 4,1220.08,HP,Soundbars,10
685,Nestlé Soundbar 5,1263.62,Nestlé,Soundbars,15
686,IKEA Soundbar 6,1910.55,IKEA,Soundbars,0
687,Zara Soundbar 7,142.98,Zara,Soundbars,20
688,Whiskas Soundbar 8,1777.05,Whiskas,Soundbars,0
689,Łowicz Soundbar 9,173.42,Łowicz,Soundbars,5
690,HP Soundbar 10,1238.73,HP,Soundbars,0
691,Nivea Streaming Accessorie 1,1908.28,Nivea,Streaming Accessories,0
692,Adidas Streaming Accessorie 2,778.43,Adidas,Streaming Accessories,0
693,Gillette Streaming Accessorie 3,943.02,Gillette,Streaming Accessories,10
694,Dell Streaming Accessorie 4,1361.42,Dell,Streaming Accessories,10
695,Nestlé Streaming Accessorie 5,1084.94,Nestlé,Streaming Accessories,5
696,Colgate Streaming Accessorie 6,1812.6,Colgate,Streaming Accessories,5
697,Asus Streaming Accessorie 7,589.57,Asus,Streaming Accessories,0
698,Asus Streaming Accessorie 8,1547.22,Asus,Streaming Accessories,10
699,Colgate Streaming Accessorie 9,323.07,Colgate,Streaming Accessories,25
700,Zara Streaming Accessorie 10,583.1,Zara,Streaming Accessories,15
701,Canon Tables & Chair 1,737.38,Canon,Tables & Chairs,10
702,Pedigree Tables & Chair 2,604.49,Pedigree,Tables & Chairs,10
703,Colgate Tables & Chair 3,1660.15,Colgate,Tables & Chairs,10
704,Adidas Tables & Chair 4,613.57,Adidas,Tables & Chairs,10
705,Pampers Tables & Chair 5,217.12,Pampers,Tables & Chairs,10
706,Dell Tables & Chair 6,494.55,Dell,Tables & Chairs,0
707,Sony Tables & Chair 7,1374.55,Sony,Tables & Chairs,10
708,IKEA Tables & Chair 8,289.75,IKEA,Tables & Chairs,20
709,Coca-Cola Tables & Chair 9,1201.92,Coca-Cola,Tables & Chairs,10
710,Puma Tables & Chair 10,1029.34,Puma,Tables & Chairs,5
711,Whiskas Tent 1,1465.44,Whiskas,Tents,15
712,Fisher-Price Tent 2,356.07,Fisher-Price,Tents,0
713,Vanish Tent 3,1291.55,Vanish,Tents,10
714,Nike Tent 4,1653.27,Nike,Tents,0
715,Gillette Tent 5,429.57,Gillette,Tents,10
716,Tymbark Tent 6,1558.87,Tymbark,Tents,5
717,Vanish Tent 7,1398.5,Vanish,Tents,25
718,Dove Tent 8,583.16,Dove,Tents,10
719,Chicco Tent 9,1749.7,Chicco,Tents,0
720,Huggies Tent 10,1303.66,Huggies,Tents,25
721,Lenovo Thermal Pad 1,380.97,Lenovo,Thermal Pads,5
722,LG Thermal Pad 2,756.36,LG,Thermal Pads,5
723,Maybelline Thermal Pad 3,1995.19,Maybelline,Thermal Pads,15
724,Asus Thermal Pad 4,1057.24,Asus,Thermal Pads,0
725,Puma Thermal Pad 5,340.92,Puma,Thermal Pads,15
726,IKEA Thermal Pad 6,860.84,IKEA,Thermal Pads,0
727,IKEA Thermal Pad 7,1496.7,IKEA,Thermal Pads,0
728,Pampers Thermal Pad 8,1152.07,Pampers,Thermal Pads,5
729,Żywiec Zdrój Thermal Pad 9,1904.01,Żywiec Zdrój,Thermal Pads,0
730,Whiskas Thermal Pad 10,1245.21,Whiskas,Thermal Pads,15
731,Sony Thermal Paste 1,1574.43,Sony,Thermal Pastes,5
732,Canon Thermal Paste 2,273.78,Canon,Thermal Pastes,0
733,Fisher-Price Thermal Paste 3,246.42,Fisher-Price,Thermal Pastes,0
734,Żywiec Zdrój Thermal Paste 4,977.35,Żywiec Zdrój,Thermal Pastes,5
735,Coca-Cola Thermal Paste 5,1046.52,Coca-Cola,Thermal Pastes,10
736,Purina Thermal Paste 6,949.77,Purina,Thermal Pastes,15
737,Garnier Thermal Paste 7,1849.85,Garnier,Thermal Pastes,0
738,Dell Thermal Paste 8,1170.3,Dell,Thermal Pastes,20
739,Sony Thermal Paste 9,219.48,Sony,Thermal Pastes,0
740,Levi's Thermal Paste 10,1993.68,Levi's,Thermal Pastes,15
741,Bosch Thermometer 1,684.96,Bosch,Thermometers,0
742,H&M Thermometer 2,817.72,H&M,Thermometers,25
743,Finish Thermometer 3,873.12,Finish,Thermometers,15
744,Nivea Thermometer 4,1056.21,Nivea,Thermometers,0
745,Asus Thermometer 5,1077.68,Asus,Thermometers,0
746,Asus Thermometer 6,1642.83,Asus,Thermometers,0
747,Tymbark Thermometer 7,1739.13,Tymbark,Thermometers,10
748,Fisher-Price Thermometer 8,631.75,Fisher-Price,Thermometers,0
749,Hasbro Thermometer 9,1327.57,Hasbro,Thermometers,5
750,Hasbro Thermometer 10,61.94,Hasbro,Thermometers,5
751,Levi's Toasters & Sandwich Maker 1,1824.44,Levi's,Toasters & Sandwich Makers,10
752,Oral-B Toasters & Sandwich Maker 2,1812.22,Oral-B,Toasters & Sandwich Makers,25
753,Levi's Toasters & Sandwich Maker 3,1557.84,Levi's,Toasters & Sandwich Makers,0
754,Fisher-Price Toasters & Sandwich Maker 4,1692.48,Fisher-Price,Toasters & Sandwich Makers,0
755,Huggies Toasters & Sandwich Maker 5,167.12,Huggies,Toasters & Sandwich Makers,0
756,Vanish Toasters & Sandwich Maker 6,1631.35,Vanish,Toasters & Sandwich Makers,0
757,Huggies Toasters & Sandwich Maker 7,1524.78,Huggies,Toasters & Sandwich Makers,15
758,Vanish Toasters & Sandwich Maker 8,1621.84,Vanish,Toasters & Sandwich Makers,5
759,Gerber Toasters & Sandwich Maker 9,611.56,Gerber,Toasters & Sandwich Makers,0
760,Whiskas Toasters & Sandwich Maker 10,1558.55,Whiskas,Toasters & Sandwich Makers,5
761,Żywiec Zdrój Treadmill 1,670.79,Żywiec Zdrój,Treadmills,0
762,Gerber Treadmill 2,1681.71,Gerber,Treadmills,0
763,Canon Treadmill 3,1367.58,Canon,Treadmills,0
764,Pepsi Treadmill 4,1194.93,Pepsi,Treadmills,0
765,Colgate Treadmill 5,211.98,Colgate,Treadmills,0
766,LG Treadmill 6,87.95,LG,Treadmills,0
767,Bosch Treadmill 7,798.01,Bosch,Treadmills,25
768,Tefal Treadmill 8,1483.75,Tefal,Treadmills,5
769,Hasbro Treadmill 9,1465.38,Hasbro,Treadmills,5
770,Nivea Treadmill 10,1818.78,Nivea,Treadmills,0
771,Gillette Tripod 1,760.74,Gillette,Tripods,25
772,Nikon Tripod 2,400.3,Nikon,Tripods,10
773,Heinz Tripod 3,1485.36,Heinz,Tripods,0
774,Pampers Tripod 4,1954.38,Pampers,Tripods,0
775,Sony Tripod 5,825.59,Sony,Tripods,0
776,Fisher-Price Tripod 6,1195.49,Fisher-Price,Tripods,0
777,Nikon Tripod 7,1441.7,Nikon,Tripods,15
778,Coca-Cola Tripod 8,524.24,Coca-Cola,Tripods,0
779,Nikon Tripod 9,862.17,Nikon,Tripods,0
780,LG Tripod 10,255.59,LG,Tripods,25
781,Canon Ultrabook 1,166.37,Canon,Ultrabooks,5
782,Łowicz Ultrabook 2,338.41,Łowicz,Ultrabooks,10
783,Philips Ultrabook 3,552.87,Philips,Ultrabooks,0
784,Zara Ultrabook 4,1066.98,Zara,Ultrabooks,0
785,Nikon Ultrabook 5,1389.61,Nikon,Ultrabooks,0
786,Canon Ultrabook 6,1469.23,Canon,Ultrabooks,0
787,Lenovo Ultrabook 7,1531.53,Lenovo,Ultrabooks,15
788,Chicco Ultrabook 8,72.02,Chicco,Ultrabooks,10
789,Nestlé Ultrabook 9,702.8,Nestlé,Ultrabooks,0
790,Samsung Ultrabook 10,1565.51,Samsung,Ultrabooks,10
791,Levi's Washing Machine 1,1988.09,Levi's,Washing Machines,0
792,Vanish Washing Machine 2,1633.27,Vanish,Washing Machines,25
793,Sony Washing Machine 3,1744.34,Sony,Washing Machines,0
794,Samsung Washing Machine 4,1848.38,Samsung,Washing Machines,5
795,Łowicz Washing Machine 5,29.07,Łowicz,Washing Machines,0
796,Winiary Washing Machine 6,446.94,Winiary,Washing Machines,0
797,Pepsi Washing Machine 7,280.12,Pepsi,Washing Machines,15
798,L'Oréal Washing Machine 8,311.86,L'Oréal,Washing Machines,5
799,Purina Washing Machine 9,1360.03,Purina,Washing Machines,10
800,HP Washing Machine 10,1896.24,HP,Washing Machines,5
801,Garnier Water Cooling Kit 1,1547.59,Garnier,Water Cooling Kits,10
802,Tymbark Water Cooling Kit 2,1918.95,Tymbark,Water Cooling Kits,0
803,Żywiec Zdrój Water Cooling Kit 3,1216.19,Żywiec Zdrój,Water Cooling Kits,10
804,Samsung Water Cooling Kit 4,262.51,Samsung,Water Cooling Kits,15
805,Philips Water Cooling Kit 5,948.87,Philips,Water Cooling Kits,10
806,Oral-B Water Cooling Kit 6,1880.75,Oral-B,Water Cooling Kits,0
807,Maybelline Water Cooling Kit 7,145.87,Maybelline,Water Cooling Kits,0
808,Asus Water Cooling Kit 8,110.77,Asus,Water Cooling Kits,0
809,Heinz Water Cooling Kit 9,1502.22,Heinz,Water Cooling Kits,10
810,Pampers Water Cooling Kit 10,1972.26,Pampers,Water Cooling Kits,0
811,Dove Webcam 1,591.42,Dove,Webcams,0
812,Samsung Webcam 2,333.73,Samsung,Webcams,5
813,Zara Webcam 3,562.63,Zara,Webcams,10
814,Huggies Webcam 4,488.37,Huggies,Webcams,5
815,Finish Webcam 5,1497.14,Finish,Webcams,25
816,Łowicz Webcam 6,37.13,Łowicz,Webcams,0
817,Tymbark Webcam 7,206.4,Tymbark,Webcams,0
818,Puma Webcam 8,1681.17,Puma,Webcams,10
819,L'Oréal Webcam 9,1409.8,L'Oréal,Webcams,10
820,Chicco Webcam 10,1631.16,Chicco,Webcams,5
821,Bosch Xiaomi Phone 1,688.72,Bosch,Xiaomi Phones,15
822,Gillette Xiaomi Phone 2,110.0,Gillette,Xiaomi Phones,0
823,Levi's Xiaomi Phone 3,1147.94,Levi's,Xiaomi Phones,0
824,Mattel Xiaomi Phone 4,56.97,Mattel,Xiaomi Phones,25
825,Gillette Xiaomi Phone 5,1994.87,Gillette,Xiaomi Phones,5
826,Pedigree Xiaomi Phone 6,1542.23,Pedigree,Xiaomi Phones,0
827,Dove Xiaomi Phone 7,142.6,Dove,Xiaomi Phones,25
828,Whiskas Xiaomi Phone 8,443.29,Whiskas,Xiaomi Phones,0
829,Heinz Xiaomi Phone 9,1208.44,Heinz,Xiaomi Phones,10
830,Lego Xiaomi Phone 10,1723.17,Lego,Xiaomi Phones,15
831,L'Oréal iPhone 1,1447.72,L'Oréal,iPhones,20
832,Fisher-Price iPhone 2,138.09,Fisher-Price,iPhones,25
833,Apple iPhone 3,1880.14,Apple,iPhones,5
834,Adidas iPhone 4,1851.62,Adidas,iPhones,10
835,Samsung iPhone 5,1342.48,Samsung,iPhones,10
836,Tefal iPhone 6,1624.42,Tefal,iPhones,5
837,Sony iPhone 7,1347.5,Sony,iPhones,15
838,Dove iPhone 8,1003.25,Dove,iPhones,0
839,Chicco iPhone 9,503.61,Chicco,iPhones,0
840,Dell iPhone 10,1596.58,Dell,iPhones,5
